argila,areia,ph,mo_laudo_anterior,materia_organica,ctc,v_pct,p_mehlich,k_cmolc,densidade,resist_penetracao,composto,beta_glicosidase,arilsulfatase
70.74757091834798,9.1624781517225,5.738082923044745,5.921397497560741,5.797902447140378,16.71383071748566,74.64890530874602,7.258205128772292,0.40814702395299374,1.2623926946201978,1.4975186052828697,0.0,95.09143324606669,47.60636040317327
30.287608413344024,54.43173612574988,5.351776912997486,1.3278562908640372,0.5836707778249404,6.3238449912856485,60.203979120147366,8.306287960340189,0.2653356733307288,1.6991125433043286,5.5,0.0,32.77565651475116,23.858637455560604
66.93949014385741,13.072680995701454,5.608402116464441,6.750799036702387,7.422885784763058,18.172103726193313,75.88091099894078,20.859121555362346,0.4289317164971233,0.9375527047511094,0.4,1.0,125.92647946969291,83.6752369331637
35.83342189194654,38.27170316229151,4.669960698230351,3.397183092572461,4.061149261370682,11.086933924750815,57.82102649586596,9.85491864048897,0.2988676970348489,1.2566062971880403,3.53619383238472,1.0,69.67512475700258,36.67005979556105
48.49531898224702,35.08175642386395,4.906510680433573,4.987791322161121,5.077270851906977,14.368823518110032,53.19149683444599,11.611725483778795,0.41119880432528166,1.2386913057763795,2.7937029473864303,1.0,94.90180901761558,55.80528614275034
16.8702240042188,65.20292006951611,4.765834287834978,2.269724860243389,2.460232647347627,7.681560171810055,34.875049394770194,16.503470436706976,0.1881813434733029,1.2842914871295354,4.750549600651939,0.0,62.92199017637927,26.870800988101596
10.860705213967705,63.453197769447996,4.591299216840597,3.2561996643402584,4.00099735749257,8.781854349231038,41.745274160856546,6.180291897278322,0.3343389271884106,1.3491138422000732,3.726953969467733,1.0,71.98016249401343,39.43881039458994
37.753028124348255,41.20027640147865,6.086158082026863,4.1034299141220245,4.469925231531376,12.40121332753113,74.60442282241263,8.231030355555962,0.34501124771257385,1.2563437789572902,3.0913040495968684,1.0,89.61010963577934,45.9669613316197
55.07285262234074,22.678140244758186,5.778092564792872,4.587108045825698,4.607131957909194,12.98140604087149,79.38695407696837,14.53515027195318,0.2858450162577065,1.3131446158527749,3.1428650237078317,0.0,70.17441788170169,42.85144789951788
52.92746486807201,31.38608785549185,5.242050886942393,3.6811728410469606,4.005649863380045,14.240307287964923,51.87523459694558,5.975905825985077,0.43072141583153245,1.279762829517408,1.855924333949145,1.0,68.92350877050718,45.74457282499684
58.8513169035115,16.155487378734172,5.933456587245817,6.127762919298049,6.499136718650052,16.010234952812137,82.27455917280619,12.783273757244363,0.42575567065419706,1.172398416333402,1.3471207225604447,1.0,128.19005855619213,75.28680501317704
22.075989124530228,49.228235240726484,6.171944711794187,2.7039734393243235,3.298425558630691,8.838546883251771,78.74749280790772,8.630643309216548,0.3228117199998425,1.4274490631241308,4.13556217679499,0.0,55.154237861143606,40.231041141443164
30.491428302401346,49.91045521382232,5.054335864584355,3.2438665672328755,3.521149526332662,11.742784323790826,23.851551484596534,4.580534042593622,0.285959377621221,1.3578174586669485,3.299505583835734,0.0,68.72137940756186,46.285778155952805
30.329853267418528,44.98900939471263,3.9733651749517005,3.9599911174836997,4.11975643337623,10.59867240376011,8.205481964545836,14.72189680580592,0.30296306655436733,1.3668507003521015,3.022969760305006,1.0,69.28581979950468,35.46111270620165
37.57318721718965,39.77009386170113,5.741306288846756,2.968496413738874,3.211328819828616,10.657836660778502,74.55288960587815,13.30326216391128,0.21408557914594561,1.2590173883139073,4.2326679183251885,0.0,55.255200262007904,34.65274366869126
